 1) database/foo_shop/clients.csv
 2)
 3) contains comma-separated seed data for table:
 4)
 5) 	clients
 6)
 7) in MySQL database:
 8)
 9) 	foo_shop
10)
11) Row definition adheres to the syntax:
12)
13) id,first_name,last_name,business,email,phone<NEWLINE>
46,Jacqueline,Reynolds,BazBiz23,bar@example.com,1000567332
47,Billy,Ellis,BazBiz24,bar@example.com,1382116187
48,Catherine,Duncan,BazBiz24,bar@example.com,1393446824
49,Amber,Gardner,BazBiz25,bar@example.com,1242708259
50,Janet,Robinson,BazBiz25,bar@example.com,1008527276
51,Bruce,Lee,BazBiz26,bar@example.com,1154098537
52,Samuel,Robinson,BazBiz26,bar@example.com,1293890380
53,Alice,Lee,BazBiz27,bar@example.com,1211237962
54,Patrick,Scott,BazBiz27,bar@example.com,1359232172
55,Tyler,Collins,BazBiz28,bar@example.com,1216855749
56,Stephen,Perez,BazBiz28,bar@example.com,1322947789
57,Janice,Henderson,BazBiz29,bar@example.com,1283971928
58,Arthur,Lawson,BazBiz29,bar@example.com,1215142292
59,Pamela,Wilson,BazBiz30,bar@example.com,1045556527
60,Anthony,Hughes,BazBiz30,bar@example.com,1344937555
61,Douglas,Torres,BazBiz31,bar@example.com,1057927765
62,Sandra,Young,BazBiz31,bar@example.com,1100228157
63,Doris,Harrison,BazBiz32,bar@example.com,1271729174
64,Matthew,Henry,BazBiz32,bar@example.com,1160855756
65,Gloria,Lawson,BazBiz33,bar@example.com,1177079325
66,Matthew,Dunn,BazBiz33,bar@example.com,1080132568
67,Kathy,Kennedy,BazBiz34,bar@example.com,1161479724
68,Amy,Evans,BazBiz34,bar@example.com,1230490042
69,Jesse,Torres,BazBiz35,bar@example.com,1277996341
70,Brittany,Evans,BazBiz35,bar@example.com,1079324771
71,Richard,Torres,BazBiz36,bar@example.com,1290632774
72,Harold,Hughes,BazBiz36,bar@example.com,1009463604
73,Christina,Mills,BazBiz37,bar@example.com,1002980711
74,Eugene,Mills,BazBiz37,bar@example.com,1031840029
75,Charles,Hernandez,BazBiz38,bar@example.com,1183913714
76,Frances,Turner,BazBiz38,bar@example.com,1408903104
77,Adam,Graham,BazBiz39,bar@example.com,1172836863
78,Martha,Payne,BazBiz39,bar@example.com,1238563064
79,Carl,Carroll,BazBiz40,bar@example.com,1087790743
80,Aaron,Campbell,BazBiz40,bar@example.com,1152620848
81,Donald,Ross,BazBiz41,bar@example.com,1248803211
82,Brian,King,BazBiz41,bar@example.com,1332658791
83,Lori,Gonzales,BazBiz42,bar@example.com,1254547469
84,Nathan,Warren,BazBiz42,bar@example.com,1202009193
85,Adam,Myers,BazBiz43,bar@example.com,1028301207
86,Joe,Gonzales,BazBiz43,bar@example.com,1043801126
87,Helen,Myers,BazBiz44,bar@example.com,1366859954
88,Rachel,Turner,BazBiz44,bar@example.com,1261327691
89,Carolyn,Clark,BazBiz45,bar@example.com,1037164619
90,Janet,Lopez,BazBiz45,bar@example.com,1325416866
91,Carol,Griffin,BazBiz46,bar@example.com,1170070122
92,Joseph,Ruiz,BazBiz46,bar@example.com,1127978476
93,Diana,Simpson,BazBiz47,bar@example.com,1270078544
94,Jane,West,BazBiz47,bar@example.com,1129083874
95,Abigail,Sims,BazBiz48,bar@example.com,1073417046
96,Brittany,Reynolds,BazBiz48,bar@example.com,1390887337
97,Peter,Sims,BazBiz49,bar@example.com,1253523760
98,Harry,Andrews,BazBiz49,bar@example.com,1243610302
99,Patricia,Peterson,BazBiz50,bar@example.com,1055636834
100,Mildred,Bennett,BazBiz50,bar@example.com,1071751737
101,Judith,Carpenter,BazBiz51,bar@example.com,1223583782
102,Kimberly,Simpson,BazBiz51,bar@example.com,1230429504
103,Nathan,Foster,BazBiz52,bar@example.com,1230429504
104,Gloria,Sanchez,BazBiz52,bar@example.com,1325671976
105,Willie,Thomas,BazBiz53,bar@example.com,1009498872
106,Edward,Bailey,BazBiz53,bar@example.com,1359421686
107,Victoria,Kelley,BazBiz54,bar@example.com,1101256291
108,Rachel,Allen,BazBiz54,bar@example.com,1094935646
109,Brenda,Cook,BazBiz55,bar@example.com,1339782334
110,Linda,Hughes,BazBiz55,bar@example.com,1289393446
111,Frances,Allen,BazBiz56,bar@example.com,1208276477
112,Emily,Willis,BazBiz56,bar@example.com,1214139185
113,Heather,Bennett,BazBiz57,bar@example.com,1339809690
114,Christian,Rose,BazBiz57,bar@example.com,1004954171
115,Zachary,Johnson,BazBiz57,bar@example.com,1348152920
116,Maria,Willis,BazBiz58,bar@example.com,1328229946
117,Joseph,Bennett,BazBiz58,bar@example.com,1201646527
118,Howard,Rose,BazBiz58,bar@example.com,1008620808
119,Melissa,Cruz,BazBiz59,bar@example.com,1011034904
120,Willie,Boyd,BazBiz59,bar@example.com,1343779508
121,Raymond,Ramirez,BazBiz59,bar@example.com,1045251571
122,Justin,Franklin,BazBiz60,bar@example.com,1340834118
123,James,King,BazBiz60,bar@example.com,1323167448
124,Robert,Garcia,BazBiz60,bar@example.com,1036908586
125,Laura,Mills,BazBiz61,bar@example.com,1369541998
126,Lisa,Cox,BazBiz61,bar@example.com,1306993526
127,Ethan,Coleman,BazBiz61,bar@example.com,1113585117
128,Emma,Lopez,BazBiz62,bar@example.com,1222678672
129,Maria,Andrews,BazBiz62,bar@example.com,1356092836
130,Charles,Knight,BazBiz62,bar@example.com,1277616623
131,Michelle,Black,BazBiz63,bar@example.com,1082113654
132,Emily,Mitchell,BazBiz63,bar@example.com,1247765970
133,Stephanie,Elliott,BazBiz63,bar@example.com,1119701516
134,Kathleen,Black,BazBiz64,bar@example.com,1093761953
135,Ryan,Mitchell,BazBiz64,bar@example.com,1161012181
136,Brenda,Elliott,BazBiz64,bar@example.com,1148390600
137,Edward,Boyd,BazBiz65,bar@example.com,1222224889
138,Dorothy,Hamilton,BazBiz65,bar@example.com,1119217967
139,Gerald,White,BazBiz65,bar@example.com,1111002364
140,Alexander,Lane,BazBiz66,bar@example.com,1320906724
141,Abigail,Jackson,BazBiz66,bar@example.com,1254404769
142,Lauren,Davis,BazBiz66,bar@example.com,1059449364
143,Jack,Davis,BazBiz67,bar@example.com,1240924634
144,Adam,Burns,BazBiz67,bar@example.com,1109401596
145,Ruth,Garcia,BazBiz67,bar@example.com,1298956215
146,Sandra,Edwards,BazBiz68,bar@example.com,1343109436
147,Helen,Edwards,BazBiz68,bar@example.com,1022039635
148,Ruth,Jenkins,BazBiz68,bar@example.com,1232545237
149,Kevin,Arnold,BazBiz69,bar@example.com,1163446474
150,Ann,Sanchez,BazBiz69,bar@example.com,1173555594
151,Olivia,Palmer,BazBiz69,bar@example.com,1391850147
152,Joe,Hughes,BazBiz70,bar@example.com,1387576136
153,Kyle,Stewart,BazBiz70,bar@example.com,1339860644
154,Shirley,Warren,BazBiz70,bar@example.com,1336464718
155,Samuel,Warren,BazBiz71,bar@example.com,1329863964
156,Sharon,Riley,BazBiz71,bar@example.com,1178256869
157,Kelly,Hart,BazBiz71,bar@example.com,1137756980
158,Bruce,Crawford,BazBiz72,bar@example.com,1070025750
159,Walter,Lawrence,BazBiz72,bar@example.com,1152027805
160,Jeffrey,Lawrence,BazBiz72,bar@example.com,1105595270
161,Natalie,Berry,BazBiz73,bar@example.com,1251275006
162,Diane,Wagner,BazBiz73,bar@example.com,1315353806
163,Natalie,Barnes,BazBiz73,bar@example.com,1174700471
164,Andrea,Hughes,BazBiz74,bar@example.com,1078220216
165,Deborah,Olson,BazBiz74,bar@example.com,1160529925
166,Joan,Olson,BazBiz74,bar@example.com,1099319257
167,Natalie,Harrison,BazBiz75,bar@example.com,1362763483
168,Steven,Wood,BazBiz75,bar@example.com,1178154427
169,Bruce,Lee,BazBiz75,bar@example.com,1112069000
170,Sara,Stephens,BazBiz76,bar@example.com,1040048171
171,Danielle,Watkins,BazBiz76,bar@example.com,1270335935
172,Lisa,Perry,BazBiz76,bar@example.com,1310214070
173,Jeremy,Martin,BazBiz77,bar@example.com,1010738522
174,Megan,Moore,BazBiz77,bar@example.com,1079330596
175,Brittany,Griffin,BazBiz77,bar@example.com,1377586033
176,Sarah,Grant,BazBiz78,bar@example.com,1076692753
177,Ronald,Gonzales,BazBiz78,bar@example.com,1347032873
178,Sarah,Patterson,BazBiz78,bar@example.com,1118706725
179,Ronald,Chavez,BazBiz79,bar@example.com,1262072326
180,Jeremy,Wright,BazBiz79,bar@example.com,1323048244
181,Samantha,Gordon,BazBiz79,bar@example.com,1244843774
182,Virginia,Davis,BazBiz80,bar@example.com,1315049713
183,Sara,Gibson,BazBiz80,bar@example.com,1035185731
184,John,Gordon,BazBiz80,bar@example.com,1291046468
185,Judith,Gordon,BazBiz81,bar@example.com,1183447801
186,Melissa,Rose,BazBiz81,bar@example.com,1103319703
187,Tyler,Wood,BazBiz81,bar@example.com,1094294128
188,Danielle,Parker,BazBiz82,bar@example.com,1023788977
189,Betty,Turner,BazBiz82,bar@example.com,1334960575
190,Howard,Hunter,BazBiz82,bar@example.com,1033462308
191,Ashley,Turner,BazBiz83,bar@example.com,1258484194
192,Michael,Wallace,BazBiz83,bar@example.com,1188507127
193,Gabriel,Ramos,BazBiz83,bar@example.com,1161557134
194,Marie,Turner,BazBiz84,bar@example.com,1245287647
195,Linda,Sims,BazBiz84,bar@example.com,1398805058
196,Adam,West,BazBiz84,bar@example.com,1258250068
197,Andrew,Long,BazBiz85,bar@example.com,1151919385
198,Amy,Reynolds,BazBiz85,bar@example.com,1366988069
199,Frank,Wallace,BazBiz85,bar@example.com,1096479016
200,Denise,Griffin,BazBiz86,bar@example.com,1146333609
201,Natalie,West,BazBiz86,bar@example.com,1176630517
202,Michael,Cole,BazBiz86,bar@example.com,1021866453
203,Keith,Burns,BazBiz87,bar@example.com,1079229106
204,James,Henderson,BazBiz87,bar@example.com,1081178137
205,Albert,Wallace,BazBiz87,bar@example.com,1060780019
206,Peter,Henderson,BazBiz88,bar@example.com,1336308119
207,Cheryl,Wallace,BazBiz88,bar@example.com,1172863646
208,Brandon,Armstrong,BazBiz88,bar@example.com,1193894823
209,Kelly,Long,BazBiz89,bar@example.com,1362176650
210,Janet,Reynolds,BazBiz89,bar@example.com,1258273200
211,Diana,Berry,BazBiz89,bar@example.com,1121043570
212,Brittany,Ellis,BazBiz90,bar@example.com,1355859034
213,Lori,Spencer,BazBiz90,bar@example.com,1299395099
214,Jane,Snyder,BazBiz90,bar@example.com,1078371653
215,Gary,Rose,BazBiz91,bar@example.com,1369408445
216,Justin,Carroll,BazBiz91,bar@example.com,1297372915
217,Henry,Tucker,BazBiz91,bar@example.com,1305389144
218,Sharon,Campbell,BazBiz92,bar@example.com,1164555641
219,Stephen,Gonzalez,BazBiz92,bar@example.com,1026686506
220,Kyle,Rice,BazBiz92,bar@example.com,1336634140
221,Betty,Edwards,BazBiz93,bar@example.com,1238782557
222,Susan,Cox,BazBiz93,bar@example.com,1006062079
223,Susan,Edwards,BazBiz93,bar@example.com,1103495751
224,Stephen,Cruz,BazBiz94,bar@example.com,1087313006
225,Angela,Bell,BazBiz94,bar@example.com,1270559838
226,Anna,Carpenter,BazBiz94,bar@example.com,1268772396
227,Maria,Gomez,BazBiz95,bar@example.com,1404842476
228,Justin,Smith,BazBiz95,bar@example.com,1197154313
229,Eugene,Hughes,BazBiz95,bar@example.com,1138912472
230,Janet,Porter,BazBiz96,bar@example.com,1367371001
231,Noah,Cole,BazBiz96,bar@example.com,1141581283
232,Nicholas,Lopez,BazBiz96,bar@example.com,1365454518
233,Debra,Simpson,BazBiz97,bar@example.com,1366233681
234,Robert,Nichols,BazBiz97,bar@example.com,1320209007
235,Christian,Taylor,BazBiz97,bar@example.com,1027960705
236,Natalie,Bradley,BazBiz98,bar@example.com,1388541073
237,Gerald,Ortiz,BazBiz98,bar@example.com,1244456197
238,Mary,Dunn,BazBiz98,bar@example.com,1057374394
239,Bruce,Ross,BazBiz99,bar@example.com,1168994152
240,Ann,Griffin,BazBiz99,bar@example.com,1370829226
241,William,White,BazBiz99,bar@example.com,1006032871
242,Randy,Ortiz,BazBiz100,bar@example.com,1247965259
243,William,Ortiz,BazBiz100,bar@example.com,1032128936
244,Jessica,Porter,BazBiz100,bar@example.com,1172428161
245,Patrick,Cole,BazBiz101,bar@example.com,1143525325
246,Susan,Lopez,BazBiz101,bar@example.com,1148586282
247,Harry,Torres,BazBiz101,bar@example.com,1363273204
248,Eugene,Ross,BazBiz102,bar@example.com,1013443909
249,Madison,Lawrence,BazBiz102,bar@example.com,1010717536
250,Diana,Harris,BazBiz102,bar@example.com,1264615017
251,Brandon,Campbell,BazBiz103,bar@example.com,1138707530
252,Victoria,Campbell,BazBiz103,bar@example.com,1400500872
253,Mary,Campbell,BazBiz103,bar@example.com,1134709915
254,Laura,Carpenter,BazBiz104,bar@example.com,1381132482
255,Laura,Graham,BazBiz104,bar@example.com,1191137107
256,Justin,Cole,BazBiz104,bar@example.com,1368821692
257,Philip,Peters,BazBiz105,bar@example.com,1202128694
258,Julie,Cole,BazBiz105,bar@example.com,1050466794
259,Gloria,Cox,BazBiz105,bar@example.com,1256613967
260,Samantha,Hughes,BazBiz106,bar@example.com,1066103776
261,Andrew,Hernandez,BazBiz106,bar@example.com,1252199482
262,Terry,Campbell,BazBiz106,bar@example.com,1000512766
263,Carolyn,Peters,BazBiz107,bar@example.com,1241332003
264,Gabriel,Peters,BazBiz107,bar@example.com,1247705817
265,Dennis,Howard,BazBiz107,bar@example.com,1165679175
266,Carl,Ortiz,BazBiz108,bar@example.com,1402511125
267,Larry,Thompson,BazBiz108,bar@example.com,1210239505
268,Carol,Dixon,BazBiz108,bar@example.com,1395165358
269,Dylan,Pierce,BazBiz109,bar@example.com,1195063634
270,Janet,Clark,BazBiz109,bar@example.com,1394966708
271,William,Hudson,BazBiz109,bar@example.com,1241000857
272,Judith,Harper,BazBiz110,bar@example.com,1232906806
273,Jack,Jones,BazBiz110,bar@example.com,1041636842
274,Eric,Lee,BazBiz110,bar@example.com,1052505038
275,Donald,Wood,BazBiz111,bar@example.com,1155419354
276,Shirley,Harris,BazBiz111,bar@example.com,1139793985
277,Julie,Hawkins,BazBiz111,bar@example.com,1100334971
278,Alan,Wilson,BazBiz112,bar@example.com,1275911960
279,Diana,Wilson,BazBiz112,bar@example.com,1311091675
280,Jeremy,Mason,BazBiz112,bar@example.com,1380935721
281,Janet,Cox,BazBiz113,bar@example.com,1223466847
282,Ralph,Gardner,BazBiz113,bar@example.com,1237742223
283,Tyler,Berry,BazBiz113,bar@example.com,1089057005
284,Brandon,Crawford,BazBiz113,bar@example.com,1246405052
285,Lawrence,Hill,BazBiz114,bar@example.com,1032499598
286,Dorothy,Evans,BazBiz114,bar@example.com,1382352936
287,Amanda,Pierce,BazBiz114,bar@example.com,1316708301
288,Jane,White,BazBiz114,bar@example.com,1400316702
289,Amanda,Owens,BazBiz115,bar@example.com,1080214226
290,Sandra,Hunter,BazBiz115,bar@example.com,1286007708
291,Gregory,Hunter,BazBiz115,bar@example.com,1217307731
292,Ryan,Harris,BazBiz115,bar@example.com,1366115579
293,Jack,Scott,BazBiz116,bar@example.com,1123254703
294,Amy,Stephens,BazBiz116,bar@example.com,1108466232
295,Jean,Flores,BazBiz116,bar@example.com,1054218560
296,Kathleen,Harris,BazBiz116,bar@example.com,1251937470
297,Kathleen,Powell,BazBiz117,bar@example.com,1328507266
298,Judy,Kennedy,BazBiz117,bar@example.com,1096847229
299,Kenneth,Graham,BazBiz117,bar@example.com,1348936640
300,Brandon,Harper,BazBiz117,bar@example.com,1115873598
301,Stephanie,Snyder,BazBiz118,bar@example.com,1201100470
302,Dorothy,Evans,BazBiz118,bar@example.com,1331018973
303,Samantha,Barnes,BazBiz118,bar@example.com,1024863869
304,Judith,Washington,BazBiz118,bar@example.com,1156051132
305,Susan,Holmes,BazBiz119,bar@example.com,1042836567
306,Harry,Franklin,BazBiz119,bar@example.com,1186783628
307,Shirley,Watkins,BazBiz119,bar@example.com,1198588136
308,Marie,Alexander,BazBiz119,bar@example.com,1347389243
309,Frances,Ward,BazBiz120,bar@example.com,1396487176
310,Ruth,Spencer,BazBiz120,bar@example.com,1063489211
311,Barbara,Ellis,BazBiz120,bar@example.com,1084470300
312,Lori,Murphy,BazBiz120,bar@example.com,1167227911
313,Ryan,Graham,BazBiz121,bar@example.com,1181337392
314,Daniel,Thompson,BazBiz121,bar@example.com,1150893422
315,Keith,Edwards,BazBiz121,bar@example.com,1287073515
316,Donna,Murphy,BazBiz121,bar@example.com,1034826568
317,Carl,Mitchell,BazBiz122,bar@example.com,1165000837
318,Marie,Bailey,BazBiz122,bar@example.com,1118260082
319,Douglas,Smith,BazBiz122,bar@example.com,1331307710
320,Dennis,Adams,BazBiz122,bar@example.com,1063975655
321,Theresa,Webb,BazBiz123,bar@example.com,1114113048
322,Susan,Scott,BazBiz123,bar@example.com,1041108087
323,Nicole,Fisher,BazBiz123,bar@example.com,1099455304
324,Julia,Riley,BazBiz123,bar@example.com,1397377559
325,Bryan,Bailey,BazBiz124,bar@example.com,1077232199
326,Keith,Taylor,BazBiz124,bar@example.com,1281598800
327,Lisa,Snyder,BazBiz124,bar@example.com,1383897414
328,Jason,Hunt,BazBiz124,bar@example.com,1199215639
329,Eugene,Davis,BazBiz125,bar@example.com,1309362278
330,Zachary,Foster,BazBiz125,bar@example.com,1137425288
331,Carl,Mitchell,BazBiz125,bar@example.com,1249370645
332,Jonathan,Fox,BazBiz125,bar@example.com,1065970684
333,Philip,Black,BazBiz126,bar@example.com,1012540278
334,Dorothy,Cunningham,BazBiz126,bar@example.com,1080026789
335,Linda,Martin,BazBiz126,bar@example.com,1332543069
336,Rebecca,Webb,BazBiz126,bar@example.com,1242694533
337,Thomas,Scott,BazBiz127,bar@example.com,1316491785
338,Patrick,Fisher,BazBiz127,bar@example.com,1382531514
339,Betty,Riley,BazBiz127,bar@example.com,1016415351
340,Raymond,Bailey,BazBiz127,bar@example.com,1212790209
341,Stephanie,Taylor,BazBiz128,bar@example.com,1272222765
342,Walter,Snyder,BazBiz128,bar@example.com,1237789614
343,Betty,Hunt,BazBiz128,bar@example.com,1378110764
344,Brenda,Davis,BazBiz128,bar@example.com,1091640060
345,Ashley,Foster,BazBiz129,bar@example.com,1140725054
346,Julia,Mitchell,BazBiz129,bar@example.com,1099222995
347,Kelly,Fox,BazBiz129,bar@example.com,1058500959
348,Nathan,Black,BazBiz129,bar@example.com,1055907511
349,Amy,Cunningham,BazBiz130,bar@example.com,1059460621
350,Brian,Martin,BazBiz130,bar@example.com,1091870193
351,Ronald,Owens,BazBiz130,bar@example.com,1053728430
352,Lisa,Garcia,BazBiz130,bar@example.com,1317798693
353,Kathryn,Hudson,BazBiz131,bar@example.com,1260906511
354,Ronald,Fox,BazBiz131,bar@example.com,1312319170
355,Deborah,Cook,BazBiz131,bar@example.com,1315161766
356,Russell,Willis,BazBiz131,bar@example.com,1113963896
357,Cynthia,Freeman,BazBiz132,bar@example.com,1390657786
358,Christina,Black,BazBiz132,bar@example.com,1104658777
359,Jordan,Austin,BazBiz132,bar@example.com,1338447839
360,Billy,Lopez,BazBiz132,bar@example.com,1389530478
361,Shirley,Ray,BazBiz133,bar@example.com,1187081439
362,Robert,Cunningham,BazBiz133,bar@example.com,1202736248
363,Nancy,Foster,BazBiz133,bar@example.com,1379727604
364,Julie,Mitchell,BazBiz133,bar@example.com,1310274455
365,Mary,Fox,BazBiz134,bar@example.com,1332675163
366,Randy,Black,BazBiz134,bar@example.com,1343443075
367,Keith,Cunningham,BazBiz134,bar@example.com,1075894572
368,Daniel,Fox,BazBiz134,bar@example.com,1141671451
369,Keith,Black,BazBiz135,bar@example.com,1206996257
370,Gary,Cunningham,BazBiz135,bar@example.com,1199483674
371,Christian,Martin,BazBiz135,bar@example.com,1367020617
372,Roy,Owens,BazBiz135,bar@example.com,1064268597
373,Barbara,Garcia,BazBiz136,bar@example.com,1290115633
374,Steven,Hudson,BazBiz136,bar@example.com,1248581779
375,Randy,Fox,BazBiz136,bar@example.com,1224114669
376,Teresa,Cook,BazBiz136,bar@example.com,1230467841
377,Edward,Willis,BazBiz137,bar@example.com,1230467841
378,Gloria,Freeman,BazBiz137,bar@example.com,1187902289
379,Christian,Black,BazBiz137,bar@example.com,1407998378
380,Pamela,Austin,BazBiz137,bar@example.com,1320303876
381,Judy,Lopez,BazBiz138,bar@example.com,1195320305
382,Anthony,Ray,BazBiz138,bar@example.com,1069906463
383,Alan,Cunningham,BazBiz138,bar@example.com,1150553658
384,Jeremy,Wagner,BazBiz138,bar@example.com,1250928116
385,Laura,Sanders,BazBiz139,bar@example.com,1378894797
386,Joshua,Chavez,BazBiz139,bar@example.com,1148849532
387,Hannah,Hughes,BazBiz139,bar@example.com,1095601896
388,Mark,Marshall,BazBiz139,bar@example.com,1193456748
389,Brenda,Turner,BazBiz140,bar@example.com,1326667491
390,Nicholas,Matthews,BazBiz140,bar@example.com,1299075015
391,Jessica,Gonzalez,BazBiz140,bar@example.com,1118520932
392,Maria,Olson,BazBiz140,bar@example.com,1242827803
393,Sharon,Nichols,BazBiz141,bar@example.com,1051596474
394,William,Harris,BazBiz141,bar@example.com,1293812335
395,Johnny,Cunningham,BazBiz141,bar@example.com,1045813064
396,Johnny,Wagner,BazBiz141,bar@example.com,1012596470
397,Tiffany,Sanders,BazBiz142,bar@example.com,1203657513
398,Nicholas,Chavez,BazBiz142,bar@example.com,1300788907
399,James,Hughes,BazBiz142,bar@example.com,1092682928
400,Matthew,Marshall,BazBiz142,bar@example.com,1272520995
401,Roy,Turner,BazBiz143,bar@example.com,1049539383
402,Arthur,Matthews,BazBiz143,bar@example.com,1408630672
403,Virginia,Gonzalez,BazBiz143,bar@example.com,1062408423
404,Johnny,Olson,BazBiz143,bar@example.com,1334147678
405,Lawrence,Olson,BazBiz144,bar@example.com,1355081844
406,Christina,Nichols,BazBiz144,bar@example.com,1297774929
407,Carol,Harris,BazBiz144,bar@example.com,1110042397
408,Lawrence,Hudson,BazBiz144,bar@example.com,1294623423
409,Samuel,Hart,BazBiz145,bar@example.com,1121271831
410,Katherine,Jordan,BazBiz145,bar@example.com,1241429758
411,Joe,Hudson,BazBiz145,bar@example.com,1305555067
412,Mary,Ramirez,BazBiz145,bar@example.com,1297228347
413,Christine,Perry,BazBiz146,bar@example.com,1329162063
414,Matthew,Ferguson,BazBiz146,bar@example.com,1127919755
415,Sandra,Owens,BazBiz146,bar@example.com,1124064916
416,Beverly,Mason,BazBiz146,bar@example.com,1167924120
417,Rachel,Rose,BazBiz147,bar@example.com,1299956785
418,Judith,Reyes,BazBiz147,bar@example.com,1041127134
419,Timothy,Morris,BazBiz147,bar@example.com,1311215001
420,Donna,James,BazBiz147,bar@example.com,1344562706
421,Michael,Martin,BazBiz148,bar@example.com,1085038775
422,Joe,Perry,BazBiz148,bar@example.com,1270506247
423,Bruce,Anderson,BazBiz148,bar@example.com,1112969233
424,Emma,Lawson,BazBiz148,bar@example.com,1006663044
425,Shirley,Brooks,BazBiz149,bar@example.com,1384804877
426,Zachary,Morales,BazBiz149,bar@example.com,1372188382
427,Arthur,Rodriguez,BazBiz149,bar@example.com,1049194406
428,Tyler,Wood,BazBiz149,bar@example.com,1075031401
429,Martha,Sims,BazBiz150,bar@example.com,1281487090
430,Amber,Rogers,BazBiz150,bar@example.com,1376703507
431,Hannah,Spencer,BazBiz150,bar@example.com,1064079614
432,Mary,Greene,BazBiz150,bar@example.com,1166560660
433,Pamela,Webb,BazBiz151,bar@example.com,1278881732
434,Carl,Ramos,BazBiz151,bar@example.com,1374199402
435,Deborah,Rivera,BazBiz151,bar@example.com,1094118785
436,Randy,Graham,BazBiz151,bar@example.com,1314943412
437,Joan,Hernandez,BazBiz152,bar@example.com,1321666419
438,Ralph,Wright,BazBiz152,bar@example.com,1142094715
439,Kevin,Cook,BazBiz152,bar@example.com,1301945293
440,Harold,Sullivan,BazBiz152,bar@example.com,1258528252
441,Tiffany,Jones,BazBiz153,bar@example.com,1379165887
442,Amanda,Phillips,BazBiz153,bar@example.com,1260017021
443,Dylan,Sullivan,BazBiz153,bar@example.com,1293847438
444,Megan,Snyder,BazBiz153,bar@example.com,1237953967
445,Ashley,Franklin,BazBiz154,bar@example.com,1027325800
446,Ashley,Hudson,BazBiz154,bar@example.com,1331125904
447,Anna,Young,BazBiz154,bar@example.com,1094710570
448,Daniel,King,BazBiz154,bar@example.com,1006766604
449,Grace,Hunt,BazBiz155,bar@example.com,1150105274
450,Cynthia,Austin,BazBiz155,bar@example.com,1217299044
451,Amanda,Martin,BazBiz155,bar@example.com,1119623327
452,Dylan,Perry,BazBiz155,bar@example.com,1288130283
453,Megan,Anderson,BazBiz156,bar@example.com,1148492396
